weight_d_FS,weight_l_FS,weight_theta,mean_error,rms_error,max_error
0.12,0.32,0.56,0.07749795776056932,0.09305181100146771,0.2640235782184779
0.12,0.34,0.54,0.07705397332129275,0.09249704813217872,0.266144173848365
0.12,0.36,0.52,0.07669647301957767,0.09203513344629553,0.26702394411089736
0.12,0.38,0.5,0.07664886461543768,0.09180774927042575,0.2666686422868849
0.12,0.4,0.48,0.07696335233310674,0.09212653963192889,0.2662974012171502
0.12,0.42,0.46,0.0778797990808729,0.09333998143206697,0.26590976829692214
0.12,0.44,0.44,0.07932509591347035,0.09514442612080429,0.2706753490241286
0.12,0.46,0.42,0.08088875251268582,0.09720623057149404,0.2785988288792247
0.12,0.48,0.4,0.08245027175974441,0.09937274375847195,0.2867793538682125
0.12,0.5,0.38,0.0840240429224218,0.10159948205938675,0.2951198362433215
0.12,0.52,0.36,0.08561666094709121,0.10386409999202457,0.303578330466148
0.12,0.54,0.33999999999999997,0.08723065179418069,0.10615073971012833,0.31088416960851606
0.12,0.56,0.31999999999999995,0.08885468842883809,0.10845158451123686,0.31796807047976183
0.12,0.58,0.30000000000000004,0.09046216897154791,0.11075978309655085,0.32514419353391244
0.12,0.6,0.28,0.09204498290488329,0.11306880038870556,0.3324051971413653
0.12,0.62,0.26,0.09360018579523764,0.11537326284592703,0.3397435258464444
0.12,0.64,0.24,0.09512490473851956,0.11766597314644409,0.34809629502877326
0.12,0.66,0.21999999999999997,0.09659741708778324,0.11990598896988246,0.3560016108680436
0.12,0.68,0.19999999999999996,0.09801569176055389,0.12207578083895684,0.3633945868061209
0.12,0.7000000000000001,0.17999999999999994,0.09940769270341422,0.12416709948467325,0.37084782279915296
0.12,0.72,0.16000000000000003,0.10076043360233099,0.12617969401506823,0.37856147476164204
0.12,0.74,0.14,0.10205073285529917,0.12810323410285235,0.38567374961341383
0.12,0.76,0.12,0.10328041556734463,0.12994400565257028,0.39325678031567024
0.12,0.78,0.09999999999999998,0.104450135969112,0.1317038047272356,0.4018485518650471
0.12,0.8,0.07999999999999996,0.10555572116831048,0.133370283900617,0.41049803404127316
0.12,0.8200000000000001,0.05999999999999994,0.10657737461521717,0.13493305867817945,0.4192883858198003
